source,target
WOS:001265127000001,"Muller Meinard., 2007, INFORM RETRIEVAL MUS, DOI [10.1007/978-3-540-74048-3_4, DOI 10.1007/978-3-540-74048-3_4, 10.1007/978-3-540-74048-3, DOI 10.1007/978-3-540-74048-3]"
WOS:001265127000001,"Mullis EC, 2008, J AESTHET EDUC, V42, P62, DOI 10.1353/jae.0.0026"
WOS:001265127000001,"Nikmaram N, 2019, FRONT NEUROSCI-SWITZ, V13, DOI 10.3389/fnins.2019.01378"
WOS:001265127000001,"Nourski KV, 2017, LARYNGOSCOPE INVEST, V2, P147, DOI 10.1002/lio2.73"
WOS:001265127000001,"Nown TH, 2023, IEEE REV BIOMED ENG, V16, P672, DOI 10.1109/RBME.2022.3187840"
WOS:001265127000001,"O'Brien B, 2020, SCI REP-UK, V10, DOI 10.1038/s41598-020-76498-0"
WOS:001265127000001,"Oscari F, 2012, EXP BRAIN RES, V221, P33, DOI 10.1007/s00221-012-3144-2"
WOS:001265127000001,"Paillard J., 1991, Brain and Space, P163"
WOS:001265127000001,"Raglio A, 2021, SCI REP-UK, V11, DOI 10.1038/s41598-021-86627-y"
WOS:001265127000001,"Reh J, 2019, BRAIN SCI, V9, DOI 10.3390/brainsci9030066"
WOS:001265127000001,"Ronsse R, 2011, CEREB CORTEX, V21, P1283, DOI 10.1093/cercor/bhq209"
WOS:001265127000001,"Rosati G, 2012, J NEUROENG REHABIL, V9, DOI 10.1186/1743-0003-9-79"
WOS:001265127000001,"Rushton T. A., 2022, PSYCHOACOUSTICS LOOP, P22, DOI [10.5281/zenodo.7552268, DOI 10.5281/ZENODO.7552268]"
WOS:001265127000001,"Ruttle JE, 2021, SCI REP-UK, V11, DOI 10.1038/s41598-021-81031-y"
WOS:001265127000001,"Sarlegna FR, 2015, VISION RES, V110, P144, DOI 10.1016/j.visres.2014.07.001"
WOS:001265127000001,"Schaffert N, 2019, FRONT PSYCHOL, V10, DOI 10.3389/fpsyg.2019.00244"
WOS:001265127000001,"Schmitz G., 2014, PROC 20 INT C AUDITO, P1, DOI [10.13140/2.1.3347.0082, DOI 10.13140/2.1.3347.0082]"
WOS:001265127000001,"Schmitz G, 2014, PLOS ONE, V9, DOI 10.1371/journal.pone.0107834"
WOS:001265127000001,"Scholz DS, 2016, FRONT NEUROL, V7, DOI 10.3389/fneur.2016.00106"
WOS:001265127000001,"Sigrist R, 2013, PSYCHON B REV, V20, P21, DOI 10.3758/s13423-012-0333-8"
WOS:001265127000001,"Stauffer CC, 2012, PSYCHOL RES-PSYCH FO, V76, P20, DOI 10.1007/s00426-011-0333-8"
WOS:001265127000001,"Thaut MH, 1998, HUM MOVEMENT SCI, V17, P839, DOI 10.1016/S0167-9457(98)00031-1"
WOS:001265127000001,"Thaut MH, 2015, FRONT PSYCHOL, V5, DOI 10.3389/fpsyg.2014.01185"
WOS:001265127000001,"Thaut MH, 2010, MUSIC PERCEPT, V27, P263, DOI 10.1525/MP.2010.27.4.263"
WOS:001265127000001,"Tommasini FC, 2022, COGN PROCESS, V23, P285, DOI 10.1007/s10339-021-01068-9"
WOS:001265127000001,"van Beers RJ, 1998, EXP BRAIN RES, V122, P367, DOI 10.1007/s002210050525"
WOS:001265127000001,"Véron-Delor L, 2020, ANN NY ACAD SCI, V1465, P132, DOI 10.1111/nyas.14252"
WOS:001265127000001,"Vidal A, 2020, IEEE ACCESS, V8, P62912, DOI 10.1109/ACCESS.2020.2984211"
